1759 0.750602
770803,545,623,0,800,1200,182
704480,0,0,0,249,567,277
747086,598,695,182,800,1200,382
781589,249,0,0,489,504,200
754230,309,706,0,545,1200,266
788710,212,714,266,545,1200,429
765577,561,719,382,800,1200,472
782268,558,726,472,800,1200,646
601032,8,736,0,309,1200,115
600591,242,737,429,545,1200,544
739509,7,743,115,309,1200,233
600595,498,238,182,800,695,297
704414,0,0,277,283,455,541
700675,0,0,541,262,448,755
719633,262,0,541,523,441,761
763520,477,270,297,800,695,431
762043,262,0,761,581,424,948
739139,527,204,0,800,623,105
774714,266,783,544,545,1200,647
732529,262,424,761,569,838,866
700125,527,281,431,800,695,511
732521,262,0,948,569,413,1053
739195,272,787,647,545,1200,751
745861,77,794,266,212,1200,459
780577,283,0,277,417,402,471
789416,146,489,544,545,783,658
759662,148,911,751,545,1200,833
739991,601,805,646,800,1200,821
704805,523,0,541,719,394,744
703269,546,237,105,800,623,172
702241,10,815,544,266,1200,613
723588,262,424,866,595,800,1128
733842,574,434,646,800,805,836
722705,0,0,755,261,357,913
737103,280,848,833,545,1200,980
740589,0,357,755,259,706,869
740748,23,851,833,280,1200,1016
765846,0,0,913,262,349,1021
746241,0,357,869,259,705,937
770210,0,357,937,261,705,1070
715487,0,0,1021,261,347,1248
746430,262,0,1053,523,345,1185
707785,609,857,821,800,1200,1012
770973,0,455,277,177,792,440
767140,536,866,1012,800,1200,1292
700859,0,357,1070,250,688,1177
770952,523,0,1053,777,328,1163
790439,59,873,613,266,1200,737
741095,293,873,1012,536,1200,1143
790044,30,876,1016,280,1200,1226
740046,477,19,297,800,270,507
712105,262,0,1185,508,322,1333
701857,280,884,1143,536,1200,1353
785166,329,571,1143,536,884,1256
785593,336,470,658,545,783,752
724282,0,357,1177,233,669,1293
714779,581,0,761,785,311,952
761234,262,322,1185,573,549,1417
769520,561,889,1292,800,1200,1523
718199,326,573,1256,536,884,1448
761211,0,0,1248,232,310,1473
724311,523,0,1163,753,310,1277
701081,572,580,1292,800,889,1409
761191,0,357,1293,229,666,1409
780089,629,496,836,800,805,1001
728370,71,892,1226,280,1200,1418
708212,595,558,1012,800,866,1204
761673,306,892,1353,536,1200,1578
772302,591,272,1292,800,580,1484
738197,262,0,1333,471,307,1526
704589,494,32,105,800,237,297
733148,0,357,1409,230,663,1524
704587,20,679,1256,326,884,1448
761275,573,584,1409,800,889,1524
748207,327,579,1448,536,884,1639
733153,0,0,1473,229,305,1588
760390,471,0,1333,776,233,1453
763562,100,895,1418,280,1200,1560
703675,283,402,277,420,706,452
708262,17,480,544,146,783,717
747441,233,327,1448,536,579,1652
731325,574,394,511,800,695,625
728771,471,0,1453,765,193,1740
721685,567,573,1204,800,866,1289
733340,588,909,1523,800,1200,1621
747676,36,691,1448,327,884,1732
767421,586,602,1524,800,889,1729
787240,0,455,440,206,737,518
731999,283,402,452,490,679,538
713855,9,923,459,212,1200,541
769927,360,947,1578,536,1200,1759
731308,262,0,1526,413,245,1668
792221,0,357,1524,151,600,1665
707700,0,0,1588,186,204,1700
746282,249,504,0,452,655,183
