1777 0.7717
790142,521,604,0,800,1200,208
747085,0,0,0,202,506,199
747894,0,0,199,206,506,402
747090,206,0,199,514,500,399
764227,568,704,208,800,1200,476
747688,0,0,402,257,493,604
715009,257,0,402,515,490,642
769669,0,506,0,234,996,273
708118,316,715,0,521,1200,248
704431,202,0,0,488,478,197
751518,488,0,0,791,462,115
739511,0,506,273,304,966,390
737101,497,740,476,800,1200,541
739509,0,493,402,302,950,520
762664,455,750,541,800,1200,670
721998,515,0,402,776,441,623
770564,128,766,541,455,1200,674
752463,514,0,199,727,430,284
774720,514,0,284,792,417,389
764816,492,787,670,800,1200,791
739002,257,0,642,532,413,850
711175,143,788,674,455,1200,796
762265,257,413,642,669,725,803
701238,257,0,850,565,409,972
786238,457,801,791,800,1200,1090
750419,325,805,248,521,1200,377
708186,270,805,796,455,1200,971
736961,0,0,604,194,394,807
708130,33,806,796,270,1200,1015
791474,257,0,972,552,394,1083
740702,496,810,1090,800,1200,1248
700309,0,0,807,193,386,1012
710333,414,509,208,800,704,413
784239,296,821,1090,496,1200,1231
765046,257,413,803,529,785,956
744565,257,413,956,592,784,1124
704945,0,394,604,229,763,792
746596,532,0,642,731,367,781
716873,529,413,803,789,778,918
723589,0,394,792,219,757,989
756481,488,0,115,749,362,184
702589,257,0,1083,518,353,1184
781909,518,0,1083,777,351,1202
791935,11,851,1015,270,1200,1135
739044,0,0,1012,257,349,1126
791932,257,413,1124,519,761,1240
705459,541,852,1248,800,1200,1363
738986,11,854,1135,270,1200,1248
777883,605,465,1090,800,810,1243
761450,285,866,1248,541,1200,1354
765942,553,523,1248,800,852,1354
765259,472,497,476,800,740,608
777407,299,539,1248,541,866,1379
778653,0,394,989,240,721,1116
738654,43,873,1248,285,1200,1377
729665,557,873,1363,800,1200,1493
761650,552,0,972,798,326,1063
755258,300,875,1354,541,1200,1485
786452,58,541,1248,299,866,1379
777731,0,0,1126,241,324,1258
737218,558,528,1354,800,852,1486
761332,552,201,1248,800,523,1368
736390,387,219,1248,541,539,1435
759782,0,0,1258,243,320,1451
770786,0,0,1451,293,314,1554
786442,565,0,850,773,313,962
771201,307,554,1379,541,866,1558
754595,0,966,273,311,1173,464
734588,0,324,1126,231,635,1238
726941,293,0,1451,523,310,1565
767741,0,314,1451,228,623,1568
724472,523,0,1451,779,309,1656
780145,0,996,0,308,1166,162
717636,76,892,1377,285,1200,1567
711079,228,314,1451,536,542,1565
767590,569,893,1493,800,1200,1606
704587,81,334,1248,387,539,1440
751224,0,0,1554,259,306,1747
704589,243,0,1258,549,205,1450
704591,0,623,1451,306,828,1643
755724,293,0,1565,523,305,1682
783060,0,314,1568,253,619,1774
703673,0,763,604,128,1064,782
705187,253,314,1568,482,613,1744
759180,366,905,1485,541,1200,1772
747676,607,602,1493,800,893,1777
743755,592,413,956,726,699,1071
748549,482,314,1568,616,597,1687
773863,593,919,1606,800,1200,1711
700281,234,506,0,515,654,195
761903,79,920,1567,285,1200,1671
729949,6,995,1671,285,1200,1776
784252,0,996,162,276,1199,266
703267,96,590,1379,307,866,1439
761787,276,942,971,455,1200,1087
758869,351,495,476,472,740,628
708995,635,313,1368,800,523,1539
