1997 0.744274
793270,0,0,0,407,253,290
779757,503,1032,0,800,1200,289
704044,0,253,0,290,425,288
705900,0,0,290,295,172,577
704885,511,848,0,800,1032,286
704025,510,1030,289,800,1200,575
741824,212,1006,0,503,1200,284
747678,506,836,289,800,1030,572
708680,504,675,0,800,848,283
793401,0,172,290,290,361,572
769853,290,253,0,584,425,280
789452,407,0,0,682,210,278
708124,121,678,0,503,1006,259
704002,194,972,284,503,1200,513
765711,295,0,290,601,228,518
799529,488,606,289,800,836,516
700599,47,571,289,488,836,510
721998,359,939,575,800,1200,796
704768,539,496,575,800,939,794
722224,203,425,0,503,678,207
783060,495,353,289,800,606,495
719620,514,461,0,800,675,206
704898,145,618,575,539,939,778
785841,0,0,577,496,243,779
747075,300,1000,796,800,1200,998
766485,296,696,796,800,1000,997
747090,0,243,577,500,551,777
747092,0,0,779,506,304,979
736860,298,451,796,800,696,996
747083,0,0,998,303,503,1197
755655,294,960,998,800,1200,1197
731574,303,0,998,800,242,1195
777562,0,361,290,279,512,486
711145,496,0,577,783,205,771
759782,303,242,998,623,485,1191
704589,53,995,575,359,1200,767
704580,494,755,998,800,960,1190
704590,188,755,998,494,960,1190
704586,0,503,998,306,708,1190
742078,500,243,577,790,463,768
754595,489,548,998,800,755,1189
716206,496,995,1197,800,1200,1388
748688,442,727,1190,800,960,1379
765043,138,967,1197,496,1200,1386
765044,85,727,1190,442,960,1376
744914,0,0,1197,365,277,1382
770803,0,277,1197,577,532,1379
752579,365,0,1197,675,244,1374
708192,197,842,284,503,972,460
770239,45,1053,796,300,1200,971
782268,0,0,1382,474,242,1556
761884,279,361,290,494,544,464
703307,419,542,1190,800,727,1362
704796,0,242,1382,325,477,1548
780752,0,304,779,241,494,944
770973,0,532,1197,337,709,1360
780662,325,242,1382,757,434,1539
748877,295,228,290,541,349,441
738872,541,228,290,790,345,441
777882,455,1005,1388,800,1200,1538
731408,0,494,779,279,703,927
762068,0,477,1382,321,723,1528
704128,412,717,1379,800,960,1523
763558,147,1022,1388,455,1200,1530
733725,7,777,796,296,1000,930
778455,449,454,1379,800,717,1511
770593,17,763,1379,412,960,1511
782997,547,271,796,800,451,921
790439,0,0,1556,327,207,1680
601695,471,954,1538,800,1200,1661
758525,9,1062,998,294,1200,1120
771903,0,242,1548,352,502,1669
761332,478,706,1538,800,954,1658
739512,13,896,1538,471,1200,1656
739511,0,502,1548,460,806,1665
718855,573,891,1661,800,1200,1778
767505,0,0,1680,349,263,1796
767728,474,0,1382,784,230,1498
739364,491,476,1538,800,706,1654
601571,0,263,1680,462,567,1795
600591,110,897,1661,573,1200,1776
600595,343,898,1778,800,1200,1893
767746,474,0,1498,784,229,1613
736672,0,567,1680,462,868,1794
724280,486,660,1661,800,891,1775
724284,352,242,1548,663,473,1662
740757,493,660,1775,800,891,1888
707700,8,1014,0,212,1200,112
774096,0,0,1796,203,410,1907
765974,14,949,1778,343,1200,1887
700859,469,410,1775,800,660,1882
765975,349,0,1680,673,248,1786
709520,506,0,779,787,205,884
728931,461,941,1893,800,1200,1997
764630,203,0,1796,554,260,1897
761650,462,263,1680,788,509,1771
788720,447,681,1893,800,941,1982
768555,30,985,1893,461,1200,1979
711646,0,361,486,278,568,572
767207,562,551,206,800,675,289
705471,0,410,1796,415,683,1877
732022,261,539,1882,800,660,1962
704051,0,0,1907,371,271,1978
787557,96,683,1893,447,941,1962
766081,0,271,1907,352,532,1975
714512,450,281,1882,800,539,1948
703267,227,989,513,503,1200,573
