1508 0.73863
780141,0,0,0,345,595,211
701728,0,0,211,207,507,410
750103,494,698,0,800,1200,252
765369,497,737,252,800,1200,357
739511,190,740,0,494,1200,117
793592,207,0,211,603,459,374
781504,345,0,0,651,456,124
766377,0,0,410,305,455,531
704414,305,0,410,588,455,674
798375,191,746,117,494,1200,236
722105,538,753,357,800,1200,574
722021,234,755,236,494,1200,454
704768,233,757,454,494,1200,673
774750,345,456,0,786,696,156
721930,612,308,252,800,737,411
762043,305,0,674,729,319,861
718975,187,783,673,494,1200,793
730757,0,0,531,280,415,635
799564,0,0,635,272,413,739
793270,393,484,411,800,737,701
792532,305,0,861,618,405,972
706248,620,800,574,800,1200,798
779160,345,0,124,635,399,205
708130,563,806,798,800,1200,1017
716817,0,455,410,196,849,543
740702,259,810,798,563,1200,956
703269,546,351,701,800,737,768
764997,0,0,739,219,372,875
779171,0,372,739,298,744,852
746286,0,0,875,199,367,1008
746261,0,372,852,195,739,989
746872,36,833,236,234,1200,373
746596,601,117,411,800,484,550
794870,207,459,211,573,690,411
746243,347,372,701,546,737,838
756481,305,405,861,566,767,930
765043,0,0,1008,233,358,1197
720134,587,454,798,800,806,978
765852,305,0,972,568,351,1080
797502,0,372,989,262,722,1104
783157,300,850,956,563,1200,1071
735626,305,405,930,572,752,986
715487,262,372,989,523,719,1216
738996,305,0,1080,564,344,1194
752316,0,860,956,300,1200,1196
717541,4,861,798,259,1200,937
716445,310,862,1071,563,1200,1210
761450,0,372,1104,256,706,1210
765943,310,867,1210,563,1200,1315
700859,523,372,989,773,703,1096
772900,49,869,1196,300,1200,1306
723027,0,455,543,330,699,668
765942,0,0,1197,247,329,1303
720050,247,0,1197,493,329,1378
724280,2,886,454,233,1200,568
786442,568,0,972,776,313,1084
770971,570,889,1017,800,1200,1133
724284,568,0,1084,799,311,1198
724311,570,890,1133,800,1200,1247
761191,571,581,1133,800,890,1249
765705,569,891,1247,800,1200,1473
707171,0,372,1210,204,680,1400
761671,573,582,1249,800,890,1476
738197,354,893,1315,563,1200,1508
780148,0,507,211,167,813,376
733384,262,372,1216,492,677,1330
760390,121,895,1315,354,1200,1435
708198,0,595,0,131,898,174
700033,0,0,1303,216,298,1427
704044,568,0,1198,740,290,1486
704027,568,290,1198,740,580,1483
727488,25,919,568,233,1200,654
761903,247,0,1378,453,280,1482
731408,262,372,1330,471,651,1478
761664,523,372,1096,800,579,1181
700267,603,0,211,752,276,399
735619,207,459,411,383,715,505
708995,25,990,0,190,1200,171
